ChEMBL ID,Name,UniProt Accessions,Type,Organism,Compounds,Activities,Tax ID,Species Group Flag,,,,
CHEMBL4295688,Apoptosis-inducing factor 1, mitochondrial,O95831,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,
CHEMBL3804747,Tropomyosin alpha-3 chain,P06753,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL3231,Rho-associated protein kinase 1,Q13464,SINGLE PROTEIN,Homo sapiens,3552,4605,9606,False,,,,
CHEMBL290,Phosphodiesterase 3B,Q13370,SINGLE PROTEIN,Homo sapiens,246,298,9606,False,,,,
CHEMBL4295774,Vasodilator-stimulated phosphoprotein,P50552,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL333,Matrix metalloproteinase-2,P08253,SINGLE PROTEIN,Homo sapiens,5432,6371,9606,False,,,,
CHEMBL4296015,COP9 signalosome complex subunit 8,Q99627,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL4005,PI3-kinase p110-alpha subunit,P42336,SINGLE PROTEIN,Homo sapiens,7694,11531,9606,False,,,,
CHEMBL3094,MAP kinase-activated protein kinase 5,Q8IW41,SINGLE PROTEIN,Homo sapiens,1989,2819,9606,False,,,,
CHEMBL5940,Serine/threonine-protein kinase MARK1,Q9P0L2,SINGLE PROTEIN,Homo sapiens,994,1625,9606,False,,,,
CHEMBL5658,Prostaglandin E synthase,O14684,SINGLE PROTEIN,Homo sapiens,1959,3044,9606,False,,,,
CHEMBL1836,Prostanoid EP4 receptor,P35408,SINGLE PROTEIN,Homo sapiens,1221,2117,9606,False,,,,
CHEMBL5932,LIM domain kinase 2,P53671,SINGLE PROTEIN,Homo sapiens,682,799,9606,False,,,,
CHEMBL3978,Cytochrome P450 4A11,Q02928,SINGLE PROTEIN,Homo sapiens,14,25,9606,False,,,,
CHEMBL214,Serotonin 1a (5-HT1a) receptor,P08908,SINGLE PROTEIN,Homo sapiens,6825,11136,9606,False,,,,
CHEMBL2640,Hexokinase type II,P52789,SINGLE PROTEIN,Homo sapiens,55,81,9606,False,,,,
CHEMBL6005,Serine/threonine-protein kinase 33,Q9BYT3,SINGLE PROTEIN,Homo sapiens,521,757,9606,False,,,,
CHEMBL4523318,Glycerol-3-phosphate acyltransferase 3,Q53EU6,SINGLE PROTEIN,Homo sapiens,1,6,9606,False,,,,
CHEMBL5714,Tumor necrosis factor ligand superfamily member 6,P48023,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL3120039,Growth/differentiation factor 15,Q99988,SINGLE PROTEIN,Homo sapiens,7,7,9606,False,,,,
CHEMBL2996,Protein kinase C delta,Q05655,SINGLE PROTEIN,Homo sapiens,2309,2927,9606,False,,,,
CHEMBL4630850,Phospholipase A and acyltransferase 5,Q96KN8,SINGLE PROTEIN,Homo sapiens,56,67,9606,False,,,,
CHEMBL3145,PI3-kinase p110-beta subunit,P42338,SINGLE PROTEIN,Homo sapiens,3031,3811,9606,False,,,,
CHEMBL4794,Vanilloid receptor,Q8NER1,SINGLE PROTEIN,Homo sapiens,5224,7943,9606,False,,,,
CHEMBL2608,Lysosomal alpha-glucosidase,P10253,SINGLE PROTEIN,Homo sapiens,22288,35607,9606,False,,,,
CHEMBL3028,Hypoxia-inducible factor prolyl hydroxylase 1,Q96KS0,SINGLE PROTEIN,Homo sapiens,389,399,9606,False,,,,
CHEMBL2203,Motilin receptor,O43193,SINGLE PROTEIN,Homo sapiens,335,513,9606,False,,,,
CHEMBL3902,Glutathione S-transferase Pi,P09211,SINGLE PROTEIN,Homo sapiens,307,421,9606,False,,,,
CHEMBL1951,Monoamine oxidase A,P21397,SINGLE PROTEIN,Homo sapiens,6363,9177,9606,False,,,,
CHEMBL1908381,Peripheral plasma membrane protein CASK,O14936,SINGLE PROTEIN,Homo sapiens,248,286,9606,False,,,,
CHEMBL2321615,Potassium channel subfamily K member 2,O95069,SINGLE PROTEIN,Homo sapiens,198,486,9606,False,,,,
CHEMBL1255167,Axin-2,Q9Y2T1,SINGLE PROTEIN,Homo sapiens,12,22,9606,False,,,,
CHEMBL2439944,2-acylglycerol O-acyltransferase 2,Q3SYC2,SINGLE PROTEIN,Homo sapiens,195,219,9606,False,,,,
CHEMBL5406,Histone-arginine methyltransferase CARM1,Q86X55,SINGLE PROTEIN,Homo sapiens,306,443,9606,False,,,,
CHEMBL5261,Serine/threonine-protein kinase TAO1,Q7L7X3,SINGLE PROTEIN,Homo sapiens,1577,2000,9606,False,,,,
CHEMBL4523593,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,P15170,SINGLE PROTEIN,Homo sapiens,6,12,9606,False,,,,
CHEMBL5810,Ephrin type-A receptor 1,P21709,SINGLE PROTEIN,Homo sapiens,725,1027,9606,False,,,,
CHEMBL5850,Mas-related G-protein coupled receptor member X1,Q96LB2,SINGLE PROTEIN,Homo sapiens,116,204,9606,False,,,,
CHEMBL4792,Orexin receptor 2,O43614,SINGLE PROTEIN,Homo sapiens,4191,5514,9606,False,,,,
CHEMBL2163176,Lysine-specific demethylase 5C,P41229,SINGLE PROTEIN,Homo sapiens,174,194,9606,False,,,,
CHEMBL2581,Cathepsin D,P07339,SINGLE PROTEIN,Homo sapiens,2842,3119,9606,False,,,,
CHEMBL3691,Autotaxin,Q13822,SINGLE PROTEIN,Homo sapiens,1620,2553,9606,False,,,,
CHEMBL4802016,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,Q9HAN9,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4532,Vasoactive intestinal polypeptide receptor 2,P41587,SINGLE PROTEIN,Homo sapiens,207,738,9606,False,,,,
CHEMBL4619,Phosphodiesterase 1C,Q14123,SINGLE PROTEIN,Homo sapiens,172,200,9606,False,,,,
CHEMBL4625,Apoptosis regulator Bcl-X,Q07817,SINGLE PROTEIN,Homo sapiens,1685,2437,9606,False,,,,
CHEMBL2189151,Myosin-9,P35579,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL4860,Apoptosis regulator Bcl-2,P10415,SINGLE PROTEIN,Homo sapiens,2470,3478,9606,False,,,,
CHEMBL3714046,Trace amine-associated receptor 5,O14804,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4523917,G-protein coupled receptor 62,Q9BZJ7,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2494,CaM kinase IV,Q16566,SINGLE PROTEIN,Homo sapiens,1335,2075,9606,False,,,,
CHEMBL3587,Dual specificity mitogen-activated protein kinase kinase 1,Q02750,SINGLE PROTEIN,Homo sapiens,2814,4034,9606,False,,,,
CHEMBL6166,Mitogen-activated protein kinase kinase kinase kinase 4,O95819,SINGLE PROTEIN,Homo sapiens,2186,2866,9606,False,,,,
CHEMBL4311,Serine/threonine-protein kinase PAK6,Q9NQU5,SINGLE PROTEIN,Homo sapiens,1133,1909,9606,False,,,,
CHEMBL4227,Lipoxin A4 receptor,P25090,SINGLE PROTEIN,Homo sapiens,851,1536,9606,False,,,,
CHEMBL1955,Vascular endothelial growth factor receptor 3,P35916,SINGLE PROTEIN,Homo sapiens,2246,3163,9606,False,,,,
CHEMBL4081,Coagulation factor III,P13726,SINGLE PROTEIN,Homo sapiens,201,225,9606,False,,,,
CHEMBL3911,Leukotriene B4 receptor 1,Q15722,SINGLE PROTEIN,Homo sapiens,641,1082,9606,False,,,,
CHEMBL1829,Histone deacetylase 3,O15379,SINGLE PROTEIN,Homo sapiens,2300,3036,9606,False,,,,
CHEMBL1782,Farnesyl diphosphate synthase,P14324,SINGLE PROTEIN,Homo sapiens,514,1206,9606,False,,,,
CHEMBL3826,Integrin alpha M,P11215,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2189121,GTPase KRas,P01116,SINGLE PROTEIN,Homo sapiens,426,1196,9606,False,,,,
CHEMBL226,Adenosine A1 receptor,P30542,SINGLE PROTEIN,Homo sapiens,9096,15091,9606,False,,,,
CHEMBL1743121,Solute carrier organic anion transporter family member 1B3,Q9NPD5,SINGLE PROTEIN,Homo sapiens,2114,2507,9606,False,,,,
CHEMBL1850,Dopamine D5 receptor,P21918,SINGLE PROTEIN,Homo sapiens,1040,1383,9606,False,,,,
CHEMBL216,Muscarinic acetylcholine receptor M1,P11229,SINGLE PROTEIN,Homo sapiens,5502,9325,9606,False,,,,
CHEMBL2035,Muscarinic acetylcholine receptor M5,P08912,SINGLE PROTEIN,Homo sapiens,2637,4275,9606,False,,,,
CHEMBL5553,ATP-dependent RNA helicase DDX3X,O00571,SINGLE PROTEIN,Homo sapiens,341,368,9606,False,,,,
CHEMBL1781868,Programmed cell death protein 4,Q53EL6,SINGLE PROTEIN,Homo sapiens,20,22,9606,False,,,,
CHEMBL4439,TGF-beta receptor type I,P36897,SINGLE PROTEIN,Homo sapiens,1958,3612,9606,False,,,,
CHEMBL2869,AMP deaminase 1,P23109,SINGLE PROTEIN,Homo sapiens,7,7,9606,False,,,,
CHEMBL1255163,Probable protein-cysteine N-palmitoyltransferase porcupine,Q9H237,SINGLE PROTEIN,Homo sapiens,95,135,9606,False,,,,
CHEMBL4382,Transcription factor E2F1,Q01094,SINGLE PROTEIN,Homo sapiens,4,14,9606,False,,,,
CHEMBL5493,Free fatty acid receptor 2,O15552,SINGLE PROTEIN,Homo sapiens,320,538,9606,False,,,,
CHEMBL1992,DNA (cytosine-5)-methyltransferase 3A,Q9Y6K1,SINGLE PROTEIN,Homo sapiens,153,288,9606,False,,,,
CHEMBL1697657,Peptidyl-prolyl cis-trans isomerase D,Q08752,SINGLE PROTEIN,Homo sapiens,51,106,9606,False,,,,
CHEMBL4901,Ephrin type-B receptor 3,P54753,SINGLE PROTEIN,Homo sapiens,1141,1832,9606,False,,,,
CHEMBL4851,Serine/threonine-protein kinase 38-like,Q9Y2H1,SINGLE PROTEIN,Homo sapiens,381,473,9606,False,,,,
CHEMBL3378,Tumor necrosis factor receptor R1,P19438,SINGLE PROTEIN,Homo sapiens,154,157,9606,False,,,,
CHEMBL1869,Ornithine decarboxylase,P11926,SINGLE PROTEIN,Homo sapiens,54,70,9606,False,,,,
CHEMBL2009,Glutamate receptor ionotropic, AMPA 1,P42261,SINGLE PROTEIN,Homo sapiens,134,277,9606,False,,,
CHEMBL5722,Ectonucleoside triphosphate diphosphohydrolase 1,P49961,SINGLE PROTEIN,Homo sapiens,88,113,9606,False,,,,
CHEMBL2518,AICAR transformylase,P31939,SINGLE PROTEIN,Homo sapiens,190,241,9606,False,,,,
CHEMBL5804,Toll-like receptor 9,Q9NR96,SINGLE PROTEIN,Homo sapiens,652,832,9606,False,,,,
CHEMBL5048,Neutral cholesterol ester hydrolase 1,Q6PIU2,SINGLE PROTEIN,Homo sapiens,128,158,9606,False,,,,
CHEMBL3344,Fatty acid binding protein muscle,P05413,SINGLE PROTEIN,Homo sapiens,166,192,9606,False,,,,
CHEMBL4445,Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform,Q08209,SINGLE PROTEIN,Homo sapiens,910,1797,9606,False,,,
CHEMBL2079849,Serine protease hepsin,P05981,SINGLE PROTEIN,Homo sapiens,179,222,9606,False,,,,
CHEMBL2793,Casein kinase I alpha,P48729,SINGLE PROTEIN,Homo sapiens,1997,2563,9606,False,,,,
CHEMBL5951,Neuropeptide FF receptor 1,Q9GZQ6,SINGLE PROTEIN,Homo sapiens,186,451,9606,False,,,,
CHEMBL4523864,Neuropeptides B/W receptor type 2,P48146,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523867,G-protein coupled receptor 143,P51810,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL238,Dopamine transporter,Q01959,SINGLE PROTEIN,Homo sapiens,5499,8227,9606,False,,,,
CHEMBL4523883,Probable G-protein coupled receptor 149,Q86SP6,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4640,Phosphodiesterase 8A,O60658,SINGLE PROTEIN,Homo sapiens,213,242,9606,False,,,,
CHEMBL4523897,Probable G-protein coupled receptor 156,Q8NFN8,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3981,Serine/threonine-protein kinase 10,O94804,SINGLE PROTEIN,Homo sapiens,1286,2068,9606,False,,,,
CHEMBL2185,Serine/threonine-protein kinase Aurora-B,Q96GD4,SINGLE PROTEIN,Homo sapiens,4835,6510,9606,False,,,,
CHEMBL4523211,Enoyl-CoA hydratase, mitochondrial,P30084,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,
CHEMBL3311,LDL receptor,P01130,SINGLE PROTEIN,Homo sapiens,158,185,9606,False,,,,
CHEMBL1795184,Protein polybromo-1,Q86U86,SINGLE PROTEIN,Homo sapiens,191,570,9606,False,,,,
CHEMBL4523893,Adhesion G-protein coupled receptor G2,Q8IZP9,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523908,G-protein coupled receptor 78,Q96P69,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523926,G-protein coupled receptor family C group 5 member B,Q9NZH0,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523882,Mas-related G-protein coupled receptor member E,Q86SM8,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL1743122,Solute carrier family 22 member 2,O15244,SINGLE PROTEIN,Homo sapiens,136,247,9606,False,,,,
CHEMBL1649059,Serine/threonine-protein kinase VRK2,Q86Y07,SINGLE PROTEIN,Homo sapiens,499,734,9606,False,,,,
CHEMBL2083,Fatty acid binding protein adipocyte,P15090,SINGLE PROTEIN,Homo sapiens,425,646,9606,False,,,,
CHEMBL331,Cyclin-dependent kinase 4,P11802,SINGLE PROTEIN,Homo sapiens,1980,2677,9606,False,,,,
CHEMBL3351,Acetyl-CoA carboxylase 1,Q13085,SINGLE PROTEIN,Homo sapiens,580,794,9606,False,,,,
CHEMBL4829,Acetyl-CoA carboxylase 2,O00763,SINGLE PROTEIN,Homo sapiens,3245,3474,9606,False,,,,
CHEMBL1830,Ribonucleoside-diphosphate reductase M1 chain,P23921,SINGLE PROTEIN,Homo sapiens,82,163,9606,False,,,,
CHEMBL4501,Ribosomal protein S6 kinase 1,P23443,SINGLE PROTEIN,Homo sapiens,3567,4428,9606,False,,,,
CHEMBL1806,DNA topoisomerase II alpha,P11388,SINGLE PROTEIN,Homo sapiens,3125,6056,9606,False,,,,
CHEMBL4134,Ephrin type-A receptor 8,P29322,SINGLE PROTEIN,Homo sapiens,523,783,9606,False,,,,
CHEMBL2146348,ATP-sensitive inward rectifier potassium channel 10,P78508,SINGLE PROTEIN,Homo sapiens,8,8,9606,False,,,,
CHEMBL2343,Serine/threonine-protein kinase Sgk1,O00141,SINGLE PROTEIN,Homo sapiens,1399,2220,9606,False,,,,
CHEMBL4739849,DNA mismatch repair protein Msh6,P52701,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2378,Dual specificity phosphatase Cdc25C,P30307,SINGLE PROTEIN,Homo sapiens,226,282,9606,False,,,,
CHEMBL3588731,Bromodomain-containing protein 8,Q9H0E9,SINGLE PROTEIN,Homo sapiens,19,30,9606,False,,,,
CHEMBL5311,Serine/threonine-protein kinase receptor R3,P37023,SINGLE PROTEIN,Homo sapiens,415,496,9606,False,,,,
CHEMBL4524041,Son of sevenless homolog 2,Q07890,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4523916,Probable G-protein coupled receptor 63,Q9BZJ6,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523919,Opsin-3,Q9H1Y3,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2073668,Solute carrier family 22 member 4,Q9H015,SINGLE PROTEIN,Homo sapiens,25,32,9606,False,,,,
CHEMBL4523885,Adhesion G protein-coupled receptor A1,Q86SQ6,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL1275221,Protein arginine N-methyltransferase 6,Q96LA8,SINGLE PROTEIN,Homo sapiens,192,276,9606,False,,,,
CHEMBL1743318,UDP-glucuronosyltransferase 1-8,Q9HAW9,SINGLE PROTEIN,Homo sapiens,153,233,9606,False,,,,
CHEMBL6136,Lysine-specific histone demethylase 1,O60341,SINGLE PROTEIN,Homo sapiens,1895,3315,9606,False,,,,
CHEMBL3829,CaM kinase II gamma,Q13555,SINGLE PROTEIN,Homo sapiens,1321,1744,9606,False,,,,
CHEMBL4998,Integrin alpha-2,P17301,SINGLE PROTEIN,Homo sapiens,10,11,9606,False,,,,
CHEMBL4403,Ryanodine receptor 2,Q92736,SINGLE PROTEIN,Homo sapiens,59,70,9606,False,,,,
CHEMBL2850,Glycogen synthase kinase-3 alpha,P49840,SINGLE PROTEIN,Homo sapiens,2681,3649,9606,False,,,,
CHEMBL1932893,40S ribosomal protein S27,P42677,SINGLE PROTEIN,Homo sapiens,17,19,9606,False,,,,
CHEMBL2428,Myosin light chain kinase, smooth muscle,Q15746,SINGLE PROTEIN,Homo sapiens,844,1263,9606,False,,,
CHEMBL2380188,TCDD-inducible poly [ADP-ribose] polymerase,Q7Z3E1,SINGLE PROTEIN,Homo sapiens,10,11,9606,False,,,,
CHEMBL2073687,Multidrug resistance-associated protein 7,Q5T3U5,SINGLE PROTEIN,Homo sapiens,29,31,9606,False,,,,
CHEMBL6095,DNA (cytosine-5)-methyltransferase 3B,Q9UBC3,SINGLE PROTEIN,Homo sapiens,105,138,9606,False,,,,
CHEMBL5891,Protein arginine N-methyltransferase 3,O60678,SINGLE PROTEIN,Homo sapiens,152,193,9606,False,,,,
CHEMBL4523896,Retinoic acid-induced protein 3,Q8NFJ5,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523865,Adhesion G protein-coupled receptor E5,P48960,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523890,Adhesion G-protein coupled receptor G5,Q8IZF4,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4863,Kallikrein 13,Q9UKR3,SINGLE PROTEIN,Homo sapiens,13,14,9606,False,,,,
CHEMBL3864,Protein-tyrosine phosphatase 2C,Q06124,SINGLE PROTEIN,Homo sapiens,1301,1775,9606,False,,,,
CHEMBL4523397,Fibrinogen C domain-containing protein 1,Q8N539,SINGLE PROTEIN,Homo sapiens,17,33,9606,False,,,,
CHEMBL2029198,Rap guanine nucleotide exchange factor 4,Q8WZA2,SINGLE PROTEIN,Homo sapiens,10782,11476,9606,False,,,,
CHEMBL4523888,Adhesion G protein-coupled receptor F5,Q8IZF2,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3521,Receptor-type tyrosine-protein phosphatase F (LAR),P10586,SINGLE PROTEIN,Homo sapiens,615,697,9606,False,,,,
CHEMBL3965,Leucine aminopeptidase,P28838,SINGLE PROTEIN,Homo sapiens,163,179,9606,False,,,,
CHEMBL1293193,Atrial natriuretic factor,P01160,SINGLE PROTEIN,Homo sapiens,16,16,9606,False,,,,
CHEMBL3220,PI4-kinase type II beta,Q8TCG2,SINGLE PROTEIN,Homo sapiens,4,4,9606,False,,,,
CHEMBL4523458,Protein lin-28 homolog A,Q9H9Z2,SINGLE PROTEIN,Homo sapiens,5,19,9606,False,,,,
CHEMBL3632454,Kinesin-like protein KIF15,Q9NS87,SINGLE PROTEIN,Homo sapiens,32,55,9606,False,,,,
CHEMBL2424,Glyoxalase I,Q04760,SINGLE PROTEIN,Homo sapiens,274,402,9606,False,,,,
CHEMBL5818,Serine/threonine-protein kinase PRKX,P51817,SINGLE PROTEIN,Homo sapiens,1606,2271,9606,False,,,,
CHEMBL5485,D-amino-acid oxidase,P14920,SINGLE PROTEIN,Homo sapiens,440,694,9606,False,,,,
CHEMBL1961783,Nuclear receptor subfamily 1 group D member 1,P20393,SINGLE PROTEIN,Homo sapiens,133,332,9606,False,,,,
CHEMBL4523459,Sialate O-acetylesterase,Q9HAT2,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4235,11-beta-hydroxysteroid dehydrogenase 1,P28845,SINGLE PROTEIN,Homo sapiens,3880,5752,9606,False,,,,
CHEMBL4523220,Transcription factor SOX-18,P35713,SINGLE PROTEIN,Homo sapiens,1,11,9606,False,,,,
CHEMBL4630835,Protein GPR107,Q5VW38,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523127,Transmembrane 4 L6 family member 5,O14894,SINGLE PROTEIN,Homo sapiens,44,74,9606,False,,,,
CHEMBL3580494,Mucin-1,P15941,SINGLE PROTEIN,Homo sapiens,10,26,9606,False,,,,
CHEMBL4523297,StAR-related lipid transfer protein 3,Q14849,SINGLE PROTEIN,Homo sapiens,4,8,9606,False,,,,
CHEMBL4630813,DNA replication licensing factor MCM3,P25205,SINGLE PROTEIN,Homo sapiens,1,3,9606,False,,,,
CHEMBL2292,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Q13627,SINGLE PROTEIN,Homo sapiens,4331,5648,9606,False,,,,
CHEMBL4523895,G-protein coupled receptor 26,Q8NDV2,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL5845,Glycine receptor subunit alpha-1,P23415,SINGLE PROTEIN,Homo sapiens,157,392,9606,False,,,,
CHEMBL1795172,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,Q9UL51,SINGLE PROTEIN,Homo sapiens,6,6,9606,False,,,,
CHEMBL3397,Cytochrome P450 2C9,P11712,SINGLE PROTEIN,Homo sapiens,25373,31471,9606,False,,,,
CHEMBL4237,Ribosomal protein S6 kinase alpha 5,O75582,SINGLE PROTEIN,Homo sapiens,2036,3171,9606,False,,,,
CHEMBL2176771,Complement factor D,P00746,SINGLE PROTEIN,Homo sapiens,1171,1297,9606,False,,,,
CHEMBL2508,Cyclin-dependent kinase 6,Q00534,SINGLE PROTEIN,Homo sapiens,1189,1629,9606,False,,,,
CHEMBL5857,Trace amine-associated receptor 1,Q96RJ0,SINGLE PROTEIN,Homo sapiens,693,1340,9606,False,,,,
CHEMBL4523243,Glycogen [starch] synthase, liver,P54840,SINGLE PROTEIN,Homo sapiens,3,4,9606,False,,,
CHEMBL4630858,Ubiquitin carboxyl-terminal hydrolase CYLD,Q9NQC7,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL4525,Serine/threonine-protein kinase 17A,Q9UEE5,SINGLE PROTEIN,Homo sapiens,1306,1677,9606,False,,,,
CHEMBL2637,c-Jun N-terminal kinase 3,P53779,SINGLE PROTEIN,Homo sapiens,2551,3228,9606,False,,,,
CHEMBL5476,Bone morphogenetic protein receptor type-1B,O00238,SINGLE PROTEIN,Homo sapiens,481,555,9606,False,,,,
CHEMBL3116,Cyclin-dependent kinase 9,P50750,SINGLE PROTEIN,Homo sapiens,1773,2213,9606,False,,,,
CHEMBL1906,Serine/threonine-protein kinase RAF,P04049,SINGLE PROTEIN,Homo sapiens,2993,3937,9606,False,,,,
CHEMBL2759,Cytochrome P450 21,P08686,SINGLE PROTEIN,Homo sapiens,537,834,9606,False,,,,
CHEMBL1908,Cytochrome P450 11B1,P15538,SINGLE PROTEIN,Homo sapiens,1358,1711,9606,False,,,,
CHEMBL3879826,Ras-related protein Rab-1A,P62820,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL1250342,Deoxyribonuclease-2-alpha,O00115,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4598,Serine/threonine-protein kinase MST1,Q13043,SINGLE PROTEIN,Homo sapiens,1457,2428,9606,False,,,,
CHEMBL3108638,Transcription intermediary factor 1-alpha,O15164,SINGLE PROTEIN,Homo sapiens,306,406,9606,False,,,,
CHEMBL2635,Dual specificity protein phosphatase 3,P51452,SINGLE PROTEIN,Homo sapiens,886,1155,9606,False,,,,
CHEMBL5405,Serine/threonine-protein kinase 32C,Q86UX6,SINGLE PROTEIN,Homo sapiens,295,343,9606,False,,,,
CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,SINGLE PROTEIN,Homo sapiens,943,1901,9606,False,,,,
CHEMBL3045,Protein kinase C beta,P05771,SINGLE PROTEIN,Homo sapiens,1841,4024,9606,False,,,,
CHEMBL3714130,G-protein coupled receptor 6,P46095,SINGLE PROTEIN,Homo sapiens,908,1420,9606,False,,,,
CHEMBL4716,Phosphodiesterase 7B,Q9NP56,SINGLE PROTEIN,Homo sapiens,79,91,9606,False,,,,
CHEMBL4803,Nitric-oxide synthase, endothelial,P29474,SINGLE PROTEIN,Homo sapiens,1134,1414,9606,False,,,
CHEMBL2803,Tyrosine-protein kinase ZAP-70,P43403,SINGLE PROTEIN,Homo sapiens,1488,2177,9606,False,,,,
CHEMBL2273,Caspase-9,P55211,SINGLE PROTEIN,Homo sapiens,143,154,9606,False,,,,
CHEMBL5963,Proteinase-activated receptor 2,P55085,SINGLE PROTEIN,Homo sapiens,338,702,9606,False,,,,
CHEMBL3535,Phosphodiesterase 9A,O76083,SINGLE PROTEIN,Homo sapiens,728,1038,9606,False,,,,
CHEMBL4898,Neurotrophic tyrosine kinase receptor type 2,Q16620,SINGLE PROTEIN,Homo sapiens,2359,3138,9606,False,,,,
CHEMBL2563,Histone deacetylase 5,Q9UQL6,SINGLE PROTEIN,Homo sapiens,651,835,9606,False,,,,
CHEMBL3776,Caspase-8,Q14790,SINGLE PROTEIN,Homo sapiens,846,1004,9606,False,,,,
CHEMBL5335,Baculoviral IAP repeat-containing protein 3,Q13489,SINGLE PROTEIN,Homo sapiens,190,305,9606,False,,,,
CHEMBL5462,Baculoviral IAP repeat-containing protein 2,Q13490,SINGLE PROTEIN,Homo sapiens,741,968,9606,False,,,,
CHEMBL234,Dopamine D3 receptor,P35462,SINGLE PROTEIN,Homo sapiens,7538,11718,9606,False,,,,
CHEMBL2897,Dual specificity mitogen-activated protein kinase kinase 4,P45985,SINGLE PROTEIN,Homo sapiens,577,941,9606,False,,,,
CHEMBL4296,Sodium channel protein type IX alpha subunit,Q15858,SINGLE PROTEIN,Homo sapiens,6515,8178,9606,False,,,,
CHEMBL2695,Focal adhesion kinase 1,Q05397,SINGLE PROTEIN,Homo sapiens,3522,4457,9606,False,,,,
CHEMBL3529,Inhibitor of nuclear factor kappa B kinase epsilon subunit,Q14164,SINGLE PROTEIN,Homo sapiens,1983,3295,9606,False,,,,
CHEMBL4630826,Homeobox protein SIX1,Q15475,SINGLE PROTEIN,Homo sapiens,2,12,9606,False,,,,
CHEMBL229,Alpha-1a adrenergic receptor,P35348,SINGLE PROTEIN,Homo sapiens,2634,3684,9606,False,,,,
CHEMBL5600,Serine/threonine-protein kinase c-TAK1,P27448,SINGLE PROTEIN,Homo sapiens,1832,2455,9606,False,,,,
CHEMBL4801,Caspase-1,P29466,SINGLE PROTEIN,Homo sapiens,4898,6164,9606,False,,,,
CHEMBL1163120,Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit gamma,O75747,SINGLE PROTEIN,Homo sapiens,298,319,9606,False,,,,
CHEMBL236,Delta opioid receptor,P41143,SINGLE PROTEIN,Homo sapiens,7816,13356,9606,False,,,,
CHEMBL3745588,Low-density lipoprotein receptor-related protein 6,O75581,SINGLE PROTEIN,Homo sapiens,17,38,9606,False,,,,
CHEMBL5145,Serine/threonine-protein kinase B-raf,P15056,SINGLE PROTEIN,Homo sapiens,6525,11129,9606,False,,,,
CHEMBL4295670,Endothelial differentiation-related factor 1,O60869,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
